,star_id,planet_id,transit_period,transit_t0_BRJD,transit_rp_rstar,transit_a_rstar,transit_inc,transit_ecc,transit_w,transit_limb1_F146,transit_limb2_F146,transit_limb1_F087,transit_limb2_F087,transit_limb1_F213,transit_limb2_F213,transit_fp_fstar_F146,transit_fp_fstar_F087,transit_fp_fstar_F213,transit_t0_sec,planet_n_transits,planet_est_transit_snr,planet_radius,planet_sma,planet_impact,planet_teff_eq,star_n_planets,star_mass,star_radius,star_teff,star_logg,star_met,star_Mbol,star_dist,star_Av,F146,F062,F087,F106,F129,F158,F184,F213
204,4684595,4684595.01,0.501403,105.483448,0.126045,3.289761,87.2753,0.038,304.7,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.000251,3.3e-05,0.000638,105.239777,139.0,31.8,10.26,0.0114,0.1564,1864.0,3,0.788,0.746,4909.0,4.58,0.064,6.088,8.8884,1.9587870476829368,20.8655,22.2565,21.5035,21.2162,20.9288,20.7421,20.8638,20.9856
205,4684595,4684595.02,4.68725,109.142469,0.193487,14.598837,87.9754,0.0246,160.1,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,4e-06,0.0,2.7e-05,111.417643,15.0,35.7,15.74,0.0507,0.5158,885.0,3,0.788,0.746,4909.0,4.58,0.064,6.088,8.8884,1.9587870476829368,20.8655,22.2565,21.5035,21.2162,20.9288,20.7421,20.8638,20.9856
206,4684595,4684595.03,21.67393,123.463985,0.15695,40.519549,88.5937,0.0086,121.0,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,134.241177,3.0,13.6,12.77,0.1406,0.9945,531.0,3,0.788,0.746,4909.0,4.58,0.064,6.088,8.8884,1.9587870476829368,20.8655,22.2565,21.5035,21.2162,20.9288,20.7421,20.8638,20.9856
207,4686881,4686881.01,14.211561,113.040487,0.11208,30.377368,88.6107,0.2294,182.7,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,1e-06,118.092191,5.0,6.5,9.08,0.105,0.7365,711.0,1,0.763,0.743,5689.0,4.58,-1.02,5.456,11.1532,2.028008323711247,21.3232,22.3736,21.6595,21.4838,21.3081,21.2478,21.3759,21.504
208,4692873,4692873.01,15.63531,113.074911,0.146121,32.591961,88.2923,0.0148,244.4,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,120.830439,4.0,18.5,11.89,0.1131,0.9713,592.0,1,0.788,0.746,4909.0,4.58,0.339,6.088,7.5471,1.5552882181372267,20.5027,21.6967,21.0555,20.7964,20.5373,20.3898,20.5244,20.659
209,4694670,4694670.01,22.888371,116.051269,0.113469,42.470171,89.2574,0.0099,99.5,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,127.473342,3.0,14.5,9.08,0.145,0.5504,512.0,1,0.775,0.734,4842.0,4.59,0.061,6.185,5.6495,1.7861719352214298,19.8355,21.1752,20.4656,20.1806,19.8955,19.7112,19.8378,19.9644
210,4698258,4698258.01,0.676276,105.022091,0.246104,4.104458,82.3711,0.0777,71.6,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.000506,4e-05,0.001508,104.694726,104.0,85.8,19.44,0.0138,0.5449,1638.0,2,0.769,0.724,4819.0,4.59,0.016,6.233,11.1794,1.8383069310472973,21.4379,22.7818,22.0677,21.7828,21.4978,21.3141,21.4399,21.5657
211,4698258,4698258.02,33.623694,123.899864,0.135448,55.497073,89.08,0.003,141.0,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,140.664555,2.0,6.9,10.7,0.1869,0.8911,446.0,2,0.769,0.724,4819.0,4.59,0.016,6.233,11.1794,1.8383069310472973,21.4379,22.7818,22.0677,21.7828,21.4978,21.3141,21.4399,21.5657
212,4699235,4699235.01,1.147793,105.658815,0.210816,5.714109,85.4811,0.1067,53.5,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.000149,6e-06,0.000552,105.131644,61.0,91.8,17.15,0.0198,0.4502,1414.0,2,0.788,0.746,4909.0,4.58,0.137,6.088,8.7196,1.6972357044282371,20.601,21.8777,21.1902,20.9203,20.6504,20.4814,20.6113,20.7413
213,4699235,4699235.02,24.335574,107.438784,0.155487,43.77242,89.1669,0.0356,180.5,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,119.057016,3.0,18.4,12.65,0.1519,0.6365,511.0,2,0.788,0.746,4909.0,4.58,0.137,6.088,8.7196,1.6972357044282371,20.601,21.8777,21.1902,20.9203,20.6504,20.4814,20.6113,20.7413
214,4705677,4705677.01,0.69825,105.503516,0.110711,4.239396,81.0835,0.0153,51.1,0.1271,0.3347,0.465,0.158,0.1182,0.2758,9e-05,6e-06,0.000276,105.158817,100.0,16.9,8.6,0.014,0.6571,1590.0,2,0.756,0.712,4753.0,4.6,0.041,6.329,9.7778,2.018369780680029,21.1962,22.6962,21.9156,21.5968,21.2781,21.0632,21.1809,21.2986
215,4705677,4705677.02,4.25611,106.637986,0.096049,14.146166,89.8283,0.0896,201.4,0.1271,0.3347,0.465,0.158,0.1182,0.2758,1e-06,0.0,6e-06,108.540805,17.0,7.1,7.46,0.0468,0.0424,870.0,2,0.756,0.712,4753.0,4.6,0.041,6.329,9.7778,2.018369780680029,21.1962,22.6962,21.9156,21.5968,21.2781,21.0632,21.1809,21.2986
216,4706876,4706876.01,18.01939,122.632855,0.110312,36.210469,89.0764,0.1716,121.7,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,130.599037,3.0,12.4,8.83,0.1236,0.5837,554.0,1,0.775,0.734,4842.0,4.59,-0.397,6.185,6.5962,1.7480563629728851,20.057,21.3929,20.6814,20.3999,20.1183,19.9337,20.0572,20.1808
217,4711775,4711775.01,193.271283,161.803244,0.139604,174.241278,89.68,0.025,350.5,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,68.210487,1.0,10.4,11.36,0.6046,0.9731,256.0,1,0.788,0.746,4909.0,4.58,0.402,6.088,8.506,2.057799690209793,20.7654,22.227,21.4376,21.1341,20.8307,20.6434,20.7612,20.879
218,4712083,4712083.01,10.268616,110.272083,0.135601,24.625256,87.7976,0.0592,322.9,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,1e-06,105.447513,7.0,15.7,11.03,0.0854,0.9464,681.0,1,0.788,0.746,4909.0,4.58,-0.055,6.088,8.3934,1.777847833924843,20.7592,22.0182,21.3295,21.0677,20.8059,20.6422,20.771,20.8998
219,4716477,4716477.01,24.23882,117.479729,0.121955,44.618413,89.177,0.0182,171.9,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,129.322793,3.0,6.4,9.63,0.1502,0.6409,497.0,1,0.769,0.724,4819.0,4.59,0.216,6.233,10.3215,2.143669168831277,21.2083,22.7891,21.9559,21.6265,21.2971,21.0739,21.1868,21.2997
220,4717953,4717953.01,21.892868,110.524362,0.089692,41.229607,89.9865,0.0544,149.1,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,120.822203,3.0,5.1,7.18,0.1408,0.0097,519.0,2,0.775,0.734,4842.0,4.59,0.248,6.185,8.7051,2.006102771993195,20.7975,22.2859,21.5001,21.1866,20.8732,20.6683,20.7865,20.9047
221,4717953,4717953.02,27.686264,120.172568,0.088444,48.215166,88.8267,0.0083,54.6,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,106.416472,2.0,4.2,7.08,0.1646,0.9873,480.0,2,0.775,0.734,4842.0,4.59,0.248,6.185,8.7051,2.006102771993195,20.7975,22.2859,21.5001,21.1866,20.8732,20.6683,20.7865,20.9047
222,4720153,4720153.01,85.721601,155.962502,0.218042,103.569842,89.7269,0.0412,153.0,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,196.824736,1.0,15.5,17.22,0.3488,0.4937,326.0,1,0.769,0.724,4819.0,4.59,-0.345,6.233,9.7694,2.162069681861528,21.1816,22.7441,21.9126,21.5915,21.2704,21.0493,21.159,21.2686
223,4721074,4721074.01,20.336781,124.658917,0.242137,39.901107,89.2303,0.1425,307.4,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,115.618715,3.0,51.7,18.96,0.1333,0.536,522.0,2,0.762,0.718,4786.0,4.6,-0.048,6.281,7.1099,1.6512342129457869,20.4081,21.6648,21.0034,20.7309,20.4585,20.2868,20.4184,20.55
224,4721074,4721074.02,267.754499,121.100153,0.147112,222.478466,89.875,0.0453,283.3,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,-10.992637,1.0,16.9,11.52,0.743,0.4852,221.0,2,0.762,0.718,4786.0,4.6,-0.048,6.281,7.1099,1.6512342129457869,20.4081,21.6648,21.0034,20.7309,20.4585,20.2868,20.4184,20.55
225,4726225,4726225.01,19.992752,122.492759,0.125331,39.677585,89.0483,0.0034,140.2,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,132.457592,3.0,8.6,9.73,0.1314,0.659,520.0,2,0.756,0.712,4753.0,4.6,-0.459,6.329,8.5978,1.863279026030234,20.8781,22.3469,21.5852,21.2724,20.9595,20.7459,20.8627,20.9795
226,4726225,4726225.02,26.894391,129.438347,0.196204,48.350912,89.8943,0.0214,71.6,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,116.108824,2.0,18.0,15.24,0.1601,0.0892,471.0,2,0.756,0.712,4753.0,4.6,-0.459,6.329,8.5978,1.863279026030234,20.8781,22.3469,21.5852,21.2724,20.9595,20.7459,20.8627,20.9795
227,4728105,4728105.01,1.39095,105.989135,0.106015,6.673256,84.3007,0.0432,29.0,0.1271,0.3347,0.465,0.158,0.1182,0.2758,2.1e-05,0.0,8.7e-05,105.327343,50.0,16.3,8.3,0.0223,0.6627,1276.0,1,0.762,0.718,4786.0,4.6,0.001,6.281,8.158,2.148926517956156,20.9442,22.4578,21.655,21.3399,21.0249,20.8136,20.9287,21.0438
228,4731021,4731021.01,139.87834,113.844573,0.112381,141.96275,89.7687,0.0088,255.0,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,183.587015,1.0,5.7,9.0,0.4847,0.5732,280.0,1,0.775,0.734,4842.0,4.59,0.333,6.185,9.2891,2.138411819706399,20.8841,22.4394,21.6179,21.2916,20.9653,20.7542,20.8679,20.9815
229,4740497,4740497.01,4.794526,105.357229,0.113146,15.14736,87.9932,0.1204,24.7,0.1271,0.3347,0.465,0.158,0.1182,0.2758,1e-06,0.0,7e-06,103.294187,15.0,10.6,8.94,0.051,0.5304,853.0,2,0.769,0.724,4819.0,4.59,0.134,6.233,10.5463,1.8102678749858283,21.2417,22.6434,21.91,21.6102,21.3105,21.1131,21.2373,21.3614
230,4740497,4740497.02,193.45724,122.517767,0.205325,178.195387,89.9456,0.1438,101.6,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,215.646941,1.0,16.6,16.21,0.6001,0.1692,249.0,2,0.769,0.724,4819.0,4.59,0.134,6.233,10.5463,1.8102678749858283,21.2417,22.6434,21.91,21.6102,21.3105,21.1131,21.2373,21.3614
231,4743474,4743474.01,0.979858,105.701036,0.092384,5.313804,83.9479,0.1363,136.3,0.1271,0.3347,0.465,0.158,0.1182,0.2758,3.2e-05,1e-06,0.000115,106.129475,71.0,11.7,7.17,0.0176,0.5602,1420.0,2,0.756,0.712,4753.0,4.6,-0.282,6.329,9.633,1.88124167035804,21.2407,22.6844,21.9324,21.6247,21.317,21.1104,21.2295,21.3485
232,4743474,4743474.02,5.787536,107.006434,0.073353,17.36305,87.3313,0.051,299.9,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,2e-06,104.207143,12.0,4.1,5.7,0.0575,0.8084,786.0,2,0.756,0.712,4753.0,4.6,-0.282,6.329,9.633,1.88124167035804,21.2407,22.6844,21.9324,21.6247,21.317,21.1104,21.2295,21.3485
233,4745180,4745180.01,3.722087,105.277342,0.056358,11.912184,85.394,0.2843,354.2,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,1e-06,0.0,6e-06,104.078173,19.0,4.5,4.91,0.0442,0.9566,1021.0,1,0.831,0.798,5117.0,4.54,-0.221,5.761,8.87,1.3918734666442572,20.584,21.5554,20.9849,20.7875,20.5902,20.4846,20.6275,20.7703
234,4748332,4748332.01,2.68625,105.99593,0.092083,9.584393,85.0761,0.0444,226.0,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,6e-06,0.0,3e-05,107.286723,26.0,13.2,8.02,0.0356,0.8227,1138.0,2,0.831,0.798,5117.0,4.54,-0.057,5.761,9.2552,1.869412739280475,20.6044,21.8135,21.1135,20.8757,20.6379,20.4964,20.6249,20.7535
235,4748332,4748332.02,23.980982,116.542069,0.15372,41.245668,89.8891,0.1352,164.6,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,126.547902,3.0,18.0,13.38,0.1531,0.0799,549.0,2,0.831,0.798,5117.0,4.54,-0.057,5.761,9.2552,1.869412739280475,20.6044,21.8135,21.1135,20.8757,20.6379,20.4964,20.6249,20.7535
236,4751445,4751445.01,31.526941,133.234843,0.176256,51.386104,89.1968,0.0666,4.0,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,118.80661,2.0,27.3,14.59,0.1814,0.7203,478.0,1,0.8,0.759,4977.0,4.57,0.421,5.99,6.6543,1.837430566921935,20.2006,21.4928,20.7775,20.5099,20.2422,20.0884,20.2151,20.3419
237,4752013,4752013.01,28.424373,112.411307,0.09993,45.521853,88.8261,0.0144,182.2,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,126.364288,3.0,7.4,8.87,0.1723,0.9326,528.0,2,0.844,0.814,5176.0,4.53,-0.232,5.668,9.9498,1.6937307701938478,20.8244,21.9309,21.2754,21.0607,20.8459,20.7212,20.8546,20.9879
238,4752013,4752013.02,40.086188,129.42295,0.122601,57.247409,89.5234,0.1025,81.7,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,109.760844,2.0,9.6,10.89,0.2167,0.4762,471.0,2,0.844,0.814,5176.0,4.53,-0.232,5.668,9.9498,1.6937307701938478,20.8244,21.9309,21.2754,21.0607,20.8459,20.7212,20.8546,20.9879
239,4752958,4752958.01,31.406906,131.202984,0.158754,49.563788,89.2501,0.0543,334.5,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,116.481717,2.0,16.7,13.73,0.1828,0.6487,497.0,1,0.825,0.793,5082.0,4.55,0.234,5.807,8.9763,1.8733556466707213,20.5884,21.8478,21.1318,20.879,20.6263,20.4784,20.6056,20.7329
240,4753873,4753873.01,19.011197,111.190247,0.069052,36.337888,88.8529,0.0399,241.2,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,120.464691,4.0,3.2,5.78,0.1298,0.7275,571.0,1,0.806,0.768,5000.0,4.56,-0.164,5.944,8.6177,2.0735715286776046,20.7535,22.1331,21.3587,21.0855,20.8122,20.6354,20.7539,20.8724
241,4756790,4756790.01,0.99547,105.797993,0.239432,4.895369,80.1879,0.0233,290.8,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.000359,2.4e-05,0.001148,105.305718,70.0,145.0,21.1,0.0184,0.8343,1600.0,1,0.837,0.808,5140.0,4.54,-0.15,5.715,8.6548,1.5018388850301396,20.4245,21.4367,20.8407,20.6376,20.4345,20.3241,20.4645,20.605
242,4758561,4758561.01,13.264003,112.846765,0.164653,28.187217,88.8404,0.1072,109.9,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,1e-06,119.170444,5.0,34.9,14.06,0.1027,0.5704,656.0,1,0.819,0.783,5058.0,4.55,0.025,5.853,6.9214,2.148050153830793,20.028,21.4169,20.6308,20.358,20.0853,19.9108,20.0294,20.1479
243,4760316,4760316.01,241.723388,139.40837,0.06015,190.536928,89.8562,0.1328,28.1,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,36.585052,1.0,3.3,5.3,0.7161,0.4783,256.0,1,0.837,0.808,5140.0,4.54,0.029,5.715,7.3308,1.4440084624701246,20.1316,21.1119,20.536,20.3362,20.1365,20.0326,20.1761,20.3196
244,4760551,4760551.01,1.751101,106.043953,0.149492,7.100683,83.3986,0.0178,81.3,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,4.6e-05,1e-06,0.000192,105.171724,40.0,67.7,13.27,0.0269,0.8163,1338.0,1,0.844,0.814,5176.0,4.53,-0.119,5.668,6.5382,1.3642725926454693,19.714,20.6344,20.0828,19.8972,19.7116,19.6185,19.7642,19.9099
245,4761048,4761048.01,4.218351,108.795435,0.046855,13.442692,86.7906,0.0017,336.2,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,2e-06,106.69104,16.0,3.3,3.88,0.0475,0.7526,935.0,1,0.8,0.759,4977.0,4.57,0.307,5.99,7.8179,1.9609774357292828,20.4372,21.7949,21.0475,20.7687,20.4899,20.3205,20.4429,20.5652
246,4761512,4761512.01,6.367467,108.851075,0.279468,17.68896,86.8019,0.0192,281.0,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,3e-06,0.0,2.8e-05,105.682923,11.0,58.2,23.14,0.0624,0.9868,815.0,2,0.8,0.759,4977.0,4.57,0.154,5.99,10.2155,1.9605393581200137,21.2457,22.6134,21.8589,21.5805,21.3021,21.1266,21.249,21.3713
247,4761512,4761512.02,34.534307,132.847166,0.212427,54.604064,89.8739,0.0095,76.1,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,115.632154,2.0,19.0,17.59,0.1928,0.1201,464.0,2,0.8,0.759,4977.0,4.57,0.154,5.99,10.2155,1.9605393581200137,21.2457,22.6134,21.8589,21.5805,21.3021,21.1266,21.249,21.3713
248,4763033,4763033.01,109.611989,167.731701,0.163319,112.4619,89.7098,0.0642,306.5,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,115.596274,1.0,15.1,14.39,0.4226,0.5696,334.0,1,0.837,0.808,5140.0,4.54,0.2,5.715,9.3198,1.7848574934867985,20.6695,21.8528,21.1689,20.933,20.697,20.5635,20.6951,20.8266
249,4763619,4763619.01,3.441952,108.330208,0.085444,11.306728,88.7813,0.0628,250.3,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,3e-06,0.0,1.6e-05,110.005127,20.0,9.8,7.44,0.042,0.2405,1048.0,4,0.831,0.798,5117.0,4.54,0.111,5.761,9.4879,2.174336690548362,20.814,22.2264,21.4221,21.1467,20.8713,20.6973,20.8149,20.9325
250,4763619,4763619.02,6.692691,111.147854,0.268594,17.614388,89.988,0.0733,341.4,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,4e-06,0.0,3.2e-05,108.098058,10.0,76.1,23.38,0.0654,0.0037,840.0,4,0.831,0.798,5117.0,4.54,0.111,5.761,9.4879,2.174336690548362,20.814,22.2264,21.4221,21.1467,20.8713,20.6973,20.8149,20.9325
251,4763619,4763619.03,14.433123,118.818501,0.098524,29.4018,89.3661,0.0627,240.0,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,125.747701,4.0,7.4,8.58,0.1091,0.3253,650.0,4,0.831,0.798,5117.0,4.54,0.111,5.761,9.4879,2.174336690548362,20.814,22.2264,21.4221,21.1467,20.8713,20.6973,20.8149,20.9325
252,4763619,4763619.04,54.018037,157.540297,0.132562,70.874972,89.2095,0.0302,248.1,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,184.164495,1.0,8.3,11.54,0.2631,0.9778,419.0,4,0.831,0.798,5117.0,4.54,0.111,5.761,9.4879,2.174336690548362,20.814,22.2264,21.4221,21.1467,20.8713,20.6973,20.8149,20.9325
253,4763991,4763991.01,19.040619,115.196774,0.15966,36.715139,89.8906,0.0388,133.8,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,124.392674,4.0,12.6,13.22,0.1296,0.0701,566.0,1,0.8,0.759,4977.0,4.57,-0.103,5.99,10.359,2.192737412485436,21.2932,22.7424,21.9348,21.6478,21.3607,21.1717,21.2866,21.4015
254,4766142,4766142.01,4.798195,107.410924,0.075923,14.647936,86.1473,0.0078,25.9,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,1e-06,0.0,4e-06,105.033733,15.0,8.9,6.29,0.0517,0.9842,896.0,1,0.8,0.759,4977.0,4.57,-0.023,5.99,7.2536,1.929433549886836,20.4133,21.7127,20.9881,20.7251,20.462,20.2974,20.4224,20.5475
255,4768792,4768792.01,3.250526,107.883044,0.053119,11.038368,88.6291,0.1294,337.2,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,1e-06,0.0,6e-06,106.50486,21.0,4.7,4.54,0.0402,0.2641,1048.0,1,0.819,0.783,5058.0,4.55,-0.052,5.853,8.2213,1.767333135675086,20.4706,21.6508,20.9763,20.7393,20.5023,20.3619,20.4932,20.6246
256,4769670,4769670.01,57.98898,130.764942,0.131462,76.427624,89.9314,0.0493,35.1,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,103.264051,1.0,9.0,11.01,0.273,0.0915,394.0,1,0.806,0.768,5000.0,4.56,-0.061,5.944,7.4163,1.9622918774639144,20.5528,21.8623,21.1262,20.8643,20.6024,20.4372,20.5611,20.685
257,4769698,4769698.01,0.560998,105.360692,0.040639,3.439694,75.9574,0.0726,181.8,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,2.5e-05,3e-06,6.4e-05,105.615451,125.0,4.5,3.44,0.0124,0.8346,1865.0,1,0.813,0.777,5023.0,4.56,-0.041,5.899,8.2048,1.9561583731204968,20.5471,21.8407,21.11,20.852,20.5939,20.4327,20.5574,20.682
258,4769872,4769872.01,8.196022,113.061723,0.20911,20.556421,87.5997,0.2756,302.3,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,1e-06,0.0,9e-06,109.75082,8.0,52.0,17.72,0.0743,0.8609,763.0,1,0.813,0.777,5023.0,4.56,-0.105,5.899,7.7538,1.837430566921935,20.4736,21.7108,21.0115,20.7629,20.5142,20.3614,20.4891,20.6169
259,4770054,4770054.01,350.945435,148.093696,0.147273,253.81256,89.9244,0.0757,339.6,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,-11.53001,1.0,12.9,12.34,0.9066,0.3349,216.0,1,0.806,0.768,5000.0,4.56,0.187,5.944,8.9767,1.6727015826011578,20.7607,21.9571,21.2892,21.0414,20.7936,20.6505,20.7829,20.9154
260,4771993,4771993.01,0.504375,105.165829,0.034525,3.111257,78.3717,0.0095,342.5,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,2.4e-05,4e-06,5.7e-05,104.916683,139.0,3.3,3.04,0.0117,0.6271,2007.0,1,0.837,0.808,5140.0,4.54,-0.264,5.715,9.2012,1.9285573946682977,20.5389,21.7897,21.0619,20.8202,20.5784,20.4296,20.5541,20.6786
261,4779627,4779627.01,8.611793,108.927583,0.088411,20.629836,87.6411,0.008,64.8,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,2e-06,104.64116,8.0,10.3,7.79,0.0775,0.8491,779.0,1,0.837,0.808,5140.0,4.54,-0.153,5.715,7.862,1.5246205919667304,20.2632,21.2884,20.6843,20.4797,20.2751,20.1624,20.3018,20.4411
262,4786463,4786463.01,31.971931,108.900321,0.159805,49.462868,89.9031,0.0453,223.2,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,124.215314,3.0,23.0,14.08,0.1859,0.0837,503.0,1,0.837,0.808,5140.0,4.54,0.069,5.715,7.692,1.863717312546327,20.2693,21.4924,20.7858,20.5446,20.3033,20.1608,20.2896,20.4185
263,4786653,4786653.01,1.320021,105.769988,0.063126,5.881389,85.0388,0.0534,317.4,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,1.5e-05,1e-06,5.4e-05,105.143255,53.0,7.8,5.6,0.0223,0.5086,1470.0,1,0.844,0.814,5176.0,4.53,0.093,5.668,9.1476,1.6507960308831056,20.6461,21.7503,21.1048,20.8842,20.6637,20.543,20.68,20.8171
264,4787493,4787493.01,1.171799,105.395146,0.039414,5.723036,82.498,0.0166,352.3,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,5e-06,0.0,2e-05,104.821781,60.0,3.7,3.26,0.0202,0.7472,1433.0,2,0.8,0.759,4977.0,4.57,0.063,5.99,7.4052,2.201061513782024,20.4244,21.9004,21.085,20.7901,20.4952,20.3006,20.4153,20.5301
265,4787493,4787493.02,56.885447,137.647616,0.074336,76.159705,89.9327,0.0702,293.6,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,110.225994,1.0,3.2,6.15,0.2689,0.0894,393.0,2,0.8,0.759,4977.0,4.57,0.063,5.99,7.4052,2.201061513782024,20.4244,21.9004,21.085,20.7901,20.4952,20.3006,20.4153,20.5301
266,4787699,4787699.01,13.140879,116.766463,0.152472,28.012513,88.7337,0.2367,2.1,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,1e-06,112.157185,5.0,29.6,13.02,0.102,0.6191,658.0,1,0.819,0.783,5058.0,4.55,0.231,5.853,6.8077,1.9373195735741533,20.0569,21.3622,20.6247,20.3627,20.1007,19.9444,20.0693,20.1942
267,4788936,4788936.01,5.81023,106.168405,0.085279,16.091996,88.4347,0.0013,287.4,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,1e-06,0.0,4e-06,103.265451,12.0,8.6,7.38,0.0594,0.4396,872.0,1,0.825,0.793,5082.0,4.55,-0.101,5.807,8.9524,1.7441133511292262,20.6073,21.7696,21.1011,20.869,20.6369,20.4997,20.6316,20.7635
268,4789036,4789036.01,0.911729,105.704403,0.192428,4.616829,87.6862,0.0097,353.7,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.000272,2.1e-05,0.000838,105.254308,77.0,96.5,16.96,0.0174,0.1864,1647.0,1,0.837,0.808,5140.0,4.54,-0.207,5.715,6.9176,1.7664569804565478,20.146,21.3048,20.6272,20.4009,20.1747,20.0401,20.1704,20.3007
269,4791234,4791234.01,23.116974,115.429627,0.135674,39.662491,89.9635,0.0608,239.0,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,126.527718,3.0,17.4,12.05,0.1502,0.0253,566.0,1,0.844,0.814,5176.0,4.53,-0.366,5.668,8.7796,1.78398133826826,20.3304,21.4968,20.8077,20.584,20.3604,20.2247,20.3532,20.4818
270,4795000,4795000.01,42.823046,141.483272,0.100777,63.024514,89.1966,0.0496,153.1,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,161.69221,1.0,4.0,8.34,0.2225,0.8837,432.0,1,0.8,0.759,4977.0,4.57,-0.265,5.99,8.5044,2.0271319595858848,20.7552,22.1347,21.3654,21.0904,20.8155,20.636,20.7546,20.8731
271,4797499,4797499.01,31.100284,135.539169,0.086627,50.009785,89.5872,0.1596,271.7,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,120.083439,2.0,3.8,7.34,0.1807,0.3603,489.0,1,0.813,0.777,5023.0,4.56,0.12,5.899,10.0111,2.0223128969771,20.9535,22.3275,21.5609,21.2852,21.0095,20.8352,20.9566,21.078
